wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,bcLambda_0.0,bcLambda_0.1,bcLambda_0.2,bcLambda_0.3,bcLambda_0.4,bcLambda_0.5,bcLambda_0.6,bcLambda_0.7,bcLambda_0.8,bcLambda_0.9,bcLambda_1.0,Moby_pron,Rep_P,Rep_O
stalked,1267,2.815555556,0.122510339,35.59494346,9.00E-05,0.000230788,0.0002118,0.000184853,0.00015152,0.000115548,8.16E-05,5.32E-05,3.22E-05,1.82E-05,9.67E-06,4.87E-06,st/O/kt,_/s/t/a/k/t/_/,_/s/t/a/l/k/e/d/
stall,2754,6.12,0.179582522,52.47856705,0.000132703,0.000255868,0.000245293,0.000225689,0.00019654,0.000160192,0.000121362,8.53E-05,5.57E-05,3.39E-05,1.95E-05,1.06E-05,st/O/l,_/s/t/a/l/_/_/,_/s/t/a/l/l/_/_/
stamp,3912,8.693333333,0.207809377,62.54598308,0.00015816,0.000267206,0.000261309,0.000246337,0.000220599,0.000185398,0.000145096,0.000105433,7.12E-05,4.50E-05,2.67E-05,1.50E-05,st/&/mp,_/s/t/@/m/p/_/,_/s/t/a/m/p/_/_/
stance,6159,13.68666667,0.245822799,78.47929663,0.000198451,0.000281868,0.000282871,0.000275278,0.000255713,0.000223706,0.000182659,0.000138667,9.80E-05,6.47E-05,4.02E-05,2.37E-05,st/&/ns,_/s/t/@/n/s/_/,_/s/t/a/n/c/e/_/
stanch,131,0.291111111,0.05,11.44552314,2.89E-05,0.000157485,0.000127577,9.62E-05,6.68E-05,4.24E-05,2.46E-05,1.31E-05,6.41E-06,2.91E-06,1.24E-06,5.00E-07,st/O/n/tS/,_/s/t/a/n/C/_/,_/s/t/a/n/c/h/_/
stand,61888,137.5288889,0.451134596,248.7729889,0.000629074,0.000356404,0.000408986,0.00047086,0.000531044,0.000573682,0.000584131,0.000555866,0.000493478,0.00040996,0.000320669,0.000237969,st/&/nd,_/s/t/@/n/d/_/,_/s/t/a/n/d/_/_/
stank,382,0.848888889,0.056227146,19.54482029,4.94E-05,0.000192056,0.000164925,0.000133023,9.97E-05,6.88E-05,4.37E-05,2.55E-05,1.38E-05,6.94E-06,3.28E-06,1.47E-06,st/&/N/k,_/s/t/@/G/k/_/,_/s/t/a/n/k/_/_/
staph,194,0.431111111,0.05,13.92838828,3.52E-05,0.000170169,0.000140818,0.000108784,7.76E-05,5.08E-05,3.05E-05,1.68E-05,8.51E-06,4.01E-06,1.77E-06,7.42E-07,st/&/f,_/s/t/@/f/_/_/,_/s/t/a/p/h/_/_/
star,49640,110.3111111,0.431121612,222.8003591,0.000563397,0.000349281,0.000395636,0.000448031,0.000495759,0.00052465,0.0005229,0.000486881,0.000422857,0.000343644,0.000262939,0.000190873,st/A/r,_/s/t/a/r/_/_/,_/s/t/a/r/_/_/_/
starch,899,1.997777778,0.100442058,29.9833287,7.58E-05,0.000219704,0.000197806,0.00016873,0.00013473,9.98E-05,6.83E-05,4.32E-05,2.53E-05,1.38E-05,7.10E-06,3.45E-06,st/A/r/tS/,_/s/t/a/r/C/_/,_/s/t/a/r/c/h/_/
stare,7874,17.49777778,0.266930049,88.73556221,0.000224386,0.000289803,0.000294956,0.000292073,0.000276809,0.00024753,0.000206839,0.000160806,0.000116374,7.87E-05,5.01E-05,3.03E-05,st/@/r,_/s/t/^/r/_/_/,_/s/t/a/r/e/_/_/
stark,3615,8.033333333,0.201357923,60.12487006,0.000152038,0.000264656,0.000257657,0.000241565,0.000214964,0.000179416,0.000139388,0.000100521,6.74E-05,4.22E-05,2.49E-05,1.39E-05,st/A/rk,_/s/t/a/r/k/_/,_/s/t/a/r/k/_/_/
start,108673,241.4955556,0.502359145,329.6558812,0.000833603,0.000374592,0.000444434,0.000533922,0.000632464,0.000720361,0.000774815,0.000779553,0.000731966,0.000643245,0.000532267,0.000417868,st/A/rt,_/s/t/a/r/t/_/,_/s/t/a/r/t/_/_/
starve,1271,2.824444444,0.122723226,35.65108694,9.02E-05,0.000230889,0.000211931,0.000185006,0.000151682,0.000115703,8.17E-05,5.33E-05,3.23E-05,1.83E-05,9.70E-06,4.88E-06,st/A/rv,_/s/t/a/r/v/_/,_/s/t/a/r/v/e/_/
stash,1282,2.848888889,0.123306123,35.80502758,9.05E-05,0.000231168,0.000212288,0.000185426,0.000152127,0.000116126,8.21E-05,5.36E-05,3.25E-05,1.84E-05,9.77E-06,4.93E-06,st/&/S/,_/s/t/@/S/_/_/,_/s/t/a/s/h/_/_/
state,281304,625.12,0.589140889,530.3809951,0.001341178,0.000405315,0.00050904,0.000657988,0.000847949,0.00105709,0.001248029,0.001379932,0.001424597,0.001376707,0.001252811,0.001081673,st/eI/t,_/s/t/e/t/_/_/,_/s/t/a/t/e/_/_/
staunch,1012,2.248888889,0.107801517,31.81194744,8.04E-05,0.000223528,0.000202581,0.000174169,0.000140329,0.00010501,7.26E-05,4.64E-05,2.75E-05,1.52E-05,7.90E-06,3.89E-06,st/A/n/tS/,_/s/t/a/n/C/_/,_/s/t/a/u/n/c/h/
stave,857,1.904444444,0.097548371,29.27456234,7.40E-05,0.000218158,0.000195893,0.000166569,0.000132523,9.78E-05,6.67E-05,4.20E-05,2.45E-05,1.33E-05,6.80E-06,3.29E-06,st/eI/v,_/s/t/e/v/_/_/,_/s/t/a/v/e/_/_/
staved,95,0.211111111,0.05,9.746794345,2.46E-05,0.000147105,0.000117121,8.66E-05,5.88E-05,3.65E-05,2.06E-05,1.07E-05,5.08E-06,2.24E-06,9.25E-07,3.61E-07,st/eI/vd,_/s/t/e/v/d/_/,_/s/t/a/v/e/d/_/
staves,125,0.277777778,0.05,11.18033989,2.83E-05,0.00015597,0.00012603,9.47E-05,6.56E-05,4.15E-05,2.40E-05,1.27E-05,6.20E-06,2.80E-06,1.19E-06,4.77E-07,st/eI/vz,_/s/t/e/v/z/_/,_/s/t/a/v/e/s/_/
stay,77968,173.2622222,0.472129475,279.2275058,0.000706084,0.000363866,0.000423287,0.000495875,0.00057059,0.00062989,0.000655928,0.000638603,0.000580114,0.000493174,0.000394766,0.000299801,st/eI/,_/s/t/e/_/_/_/,_/s/t/a/y/_/_/_/
stead,400,0.888888889,0.058185347,20,5.06E-05,0.000193544,0.000166623,0.000134792,0.000101329,7.03E-05,4.48E-05,2.63E-05,1.43E-05,7.20E-06,3.42E-06,1.53E-06,st/E/d,_/s/t/E/d/_/_/,_/s/t/e/a/d/_/_/
steak,4914,10.92,0.226727203,70.09992867,0.000177262,0.000274573,0.00027202,0.000260549,0.000237644,0.000203777,0.000162905,0.000121001,8.36E-05,5.40E-05,3.28E-05,1.89E-05,st/eI/k,_/s/t/e/k/_/_/,_/s/t/e/a/k/_/_/
steal,6680,14.84444444,0.252764807,81.73126697,0.000206674,0.000284491,0.000286833,0.000280739,0.000262515,0.000231324,0.000190326,0.000145628,0.000103697,6.90E-05,4.32E-05,2.57E-05,st/i/l,_/s/t/i/l/_/_/,_/s/t/e/a/l/_/_/
stealth,1677,3.726666667,0.142101029,40.95119046,0.000103554,0.000239844,0.000223595,0.000198873,0.000166581,0.000130095,9.42E-05,6.31E-05,3.93E-05,2.28E-05,1.24E-05,6.44E-06,st/E/l/T/,_/s/t/E/l/T/_/,_/s/t/e/a/l/t/h/
steam,7545,16.76666667,0.263240652,86.86195945,0.000219648,0.000288424,0.000292835,0.000289095,0.000273031,0.000243221,0.000202422,0.000156722,0.000112943,7.61E-05,4.82E-05,2.90E-05,st/i/m,_/s/t/i/m/_/_/,_/s/t/e/a/m/_/_/
steel,18183,40.40666667,0.340650291,134.8443547,0.000340982,0.000316838,0.000338429,0.000355903,0.000361557,0.00034875,0.000315541,0.00026618,0.000209242,0.000153845,0.00010648,6.99E-05,st/i/l,_/s/t/i/l/_/_/,_/s/t/e/e/l/_/_/
steep,7517,16.70444444,0.262919681,86.70063437,0.00021924,0.000288304,0.00029265,0.000288837,0.000272704,0.000242849,0.000202041,0.000156371,0.000112648,7.59E-05,4.81E-05,2.89E-05,st/i/p,_/s/t/i/p/_/_/,_/s/t/e/e/p/_/_/
steer,3108,6.906666667,0.189170334,55.74943946,0.000140974,0.000259774,0.000250748,0.00023264,0.000204544,0.000168479,0.000129073,9.17E-05,6.06E-05,3.74E-05,2.17E-05,1.19E-05,st/i/r,_/s/t/i/r/_/_/,_/s/t/e/e/r/_/_/
stem,10388,23.08444444,0.291075159,101.9215384,0.00025773,0.000298754,0.000308948,0.000312034,0.000302547,0.000277368,0.000237925,0.000190025,0.000141331,9.83E-05,6.43E-05,3.99E-05,st/E/m,_/s/t/E/m/_/_/,_/s/t/e/m/_/_/_/
stench,1375,3.055555556,0.128091236,37.08099244,9.38E-05,0.00023343,0.000215207,0.000188863,0.000155784,0.000119625,8.51E-05,5.60E-05,3.41E-05,1.94E-05,1.04E-05,5.28E-06,st/E/n/tS/,_/s/t/E/n/C/_/,_/s/t/e/n/c/h/_/
step,58142,129.2044444,0.445464808,241.1265228,0.000609738,0.000354388,0.000405176,0.000464294,0.000520816,0.000559358,0.000566104,0.0005354,0.000472365,0.000389982,0.000303146,0.000223565,st/E/p,_/s/t/E/p/_/_/,_/s/t/e/p/_/_/_/
steppe,301,0.668888889,0.05,17.34935157,4.39E-05,0.000184358,0.000156259,0.000124121,9.14E-05,6.19E-05,3.85E-05,2.20E-05,1.16E-05,5.73E-06,2.64E-06,1.15E-06,st/E/p,_/s/t/E/p/_/_/,_/s/t/e/p/p/e/_/
stern,2296,5.102222222,0.165470065,47.9165942,0.000121167,0.000249992,0.000237212,0.000215546,0.000185034,0.000148457,0.000110607,7.64E-05,4.90E-05,2.93E-05,1.65E-05,8.82E-06,st/@/rn,_/s/t/^/r/n/_/,_/s/t/e/r/n/_/_/
stew,2811,6.246666667,0.18119581,53.01886457,0.000134069,0.00025653,0.000246212,0.000226855,0.000197875,0.000161568,0.000122636,8.63E-05,5.65E-05,3.45E-05,1.98E-05,1.08E-05,st/u/,_/s/t/u/_/_/_/,_/s/t/e/w/_/_/_/
stewed,423,0.94,0.060628004,20.5669638,5.20E-05,0.00019535,0.000168696,0.000136963,0.000103383,7.20E-05,4.61E-05,2.72E-05,1.48E-05,7.54E-06,3.59E-06,1.62E-06,st/u/d,_/s/t/u/d/_/_/,_/s/t/e/w/e/d/_/
stick,21285,47.3,0.354738499,145.893797,0.000368923,0.000321926,0.000347026,0.000369157,0.000380026,0.000371888,0.000341591,0.000292637,0.000233658,0.000174513,0.0001227,8.18E-05,st/I/k,_/s/t/I/k/_/_/,_/s/t/i/c/k/_/_/
stiff,7370,16.37777778,0.261215858,85.84870413,0.000217086,0.000287666,0.000291672,0.000287469,0.000270974,0.000240883,0.000200033,0.00015452,0.000111099,7.47E-05,4.72E-05,2.83E-05,st/I/f,_/s/t/I/f/_/_/,_/s/t/i/f/f/_/_/
stile,113,0.251111111,0.05,10.63014581,2.69E-05,0.00015271,0.000122725,9.17E-05,6.30E-05,3.96E-05,2.27E-05,1.19E-05,5.76E-06,2.58E-06,1.08E-06,4.31E-07,st/aI/l,_/s/t/Y/l/_/_/,_/s/t/i/l/e/_/_/
still,358101,795.78,0.611192845,598.4154076,0.001513217,0.000413112,0.000526438,0.000693413,0.000913141,0.001164957,0.001408422,0.001595097,0.001686875,0.001669969,0.001556801,0.001376975,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/
stilt,135,0.3,0.05,11.61895004,2.94E-05,0.000158456,0.000128573,9.71E-05,6.76E-05,4.30E-05,2.50E-05,1.33E-05,6.55E-06,2.99E-06,1.28E-06,5.15E-07,st/I/lt,_/s/t/I/l/t/_/,_/s/t/i/l/t/_/_/
sting,2566,5.702222222,0.174050372,50.65570057,0.000128093,0.000253584,0.000242134,0.000221702,0.000191992,0.000155528,0.000117065,8.17E-05,5.30E-05,3.21E-05,1.83E-05,9.86E-06,st/I/N/,_/s/t/I/G/_/_/,_/s/t/i/n/g/_/_/
stink,1693,3.762222222,0.142786656,41.14608122,0.000104046,0.000240151,0.000224,0.000199362,0.000167113,0.000130617,9.46E-05,6.35E-05,3.95E-05,2.30E-05,1.26E-05,6.51E-06,st/I/N/k,_/s/t/I/G/k/_/,_/s/t/i/n/k/_/_/
stint,2041,4.535555556,0.156553545,45.17742799,0.00011424,0.000246189,0.000232059,0.000209175,0.000177914,0.000141305,0.000104149,7.11E-05,4.51E-05,2.67E-05,1.49E-05,7.84E-06,st/I/nt,_/s/t/I/n/t/_/,_/s/t/i/n/t/_/_/
stir,14380,31.95555556,0.319765221,119.9166377,0.000303234,0.000309258,0.000325871,0.000336916,0.000335612,0.000316875,0.000280349,0.000231126,0.000177514,0.000127503,8.62E-05,5.53E-05,st/@/r,_/s/t/^/r/_/_/,_/s/t/i/r/_/_/_/
stitch,1005,2.233333333,0.107362424,31.70173497,8.02E-05,0.000223304,0.000202299,0.000173847,0.000139995,0.000104699,7.24E-05,4.62E-05,2.74E-05,1.51E-05,7.85E-06,3.86E-06,st/I/tS/,_/s/t/I/C/_/_/,_/s/t/i/t/c/h/_/
stoat,21,0.046666667,0.05,4.582575695,1.16E-05,9.83E-05,7.23E-05,4.88E-05,3.00E-05,1.67E-05,8.45E-06,3.87E-06,1.62E-06,6.27E-07,2.26E-07,7.69E-08,st/oU/t,_/s/t/o/t/_/_/,_/s/t/o/a/t/_/_/
stock,42576,94.61333333,0.417213897,206.339526,0.000521772,0.000344322,0.000386516,0.000432724,0.00047254,0.000492985,0.000484093,0.000443976,0.000379753,0.000303924,0.000229008,0.00016371,st/A/k,_/s/t/a/k/_/_/,_/s/t/o/c/k/_/_/
stoke,307,0.682222222,0.05,17.52141547,4.43E-05,0.000184996,0.000156969,0.000124842,9.21E-05,6.25E-05,3.89E-05,2.23E-05,1.18E-05,5.82E-06,2.69E-06,1.18E-06,st/oU/k,_/s/t/o/k/_/_/,_/s/t/o/k/e/_/_/
stole,5561,12.35777778,0.237145964,74.57211275,0.000188571,0.000278568,0.000277933,0.000268534,0.000247389,0.000214469,0.000173448,0.00013038,9.12E-05,5.96E-05,3.67E-05,2.14E-05,st/oU/l,_/s/t/o/l/_/_/,_/s/t/o/l/e/_/_/
stomp,570,1.266666667,0.074865583,23.87467277,6.04E-05,0.000204985,0.000179951,0.000148961,0.000114945,8.20E-05,5.39E-05,3.27E-05,1.83E-05,9.58E-06,4.70E-06,2.19E-06,st/A/mp,_/s/t/a/m/p/_/,_/s/t/o/m/p/_/_/
stone,28293,62.87333333,0.380306689,168.2052318,0.000425342,0.00033112,0.000362907,0.000394191,0.000415694,0.000417578,0.000394191,0.000347269,0.000285219,0.000219151,0.000158526,0.000108789,st/oU/n,_/s/t/o/n/_/_/,_/s/t/o/n/e/_/_/
stoned,963,2.14,0.104682667,31.0322413,7.85E-05,0.000221925,0.000200573,0.000171874,0.000137958,0.000102807,7.08E-05,4.50E-05,2.66E-05,1.46E-05,7.55E-06,3.70E-06,st/oU/nd,_/s/t/o/n/d/_/,_/s/t/o/n/e/d/_/
stood,52947,117.66,0.436970731,230.1021512,0.000581861,0.000351364,0.00039951,0.000454603,0.000505838,0.000538545,0.000540114,0.000506121,0.000442395,0.000361843,0.000278654,0.000203589,st/U/d,_/s/t/U/d/_/_/,_/s/t/o/o/d/_/_/
stooge,78,0.173333333,0.05,8.831760866,2.23E-05,0.000140736,0.00011087,8.10E-05,5.42E-05,3.32E-05,1.85E-05,9.39E-06,4.39E-06,1.90E-06,7.72E-07,2.96E-07,st/u/dZ/,_/s/t/u/J/_/_/,_/s/t/o/o/g/e/_/
stool,3233,7.184444444,0.192329328,56.8594759,0.000143781,0.000261048,0.00025254,0.000234943,0.000207218,0.00017127,0.00013169,9.40E-05,6.23E-05,3.86E-05,2.25E-05,1.24E-05,st/u/l,_/s/t/u/l/_/_/,_/s/t/o/o/l/_/_/
stoop,1342,2.982222222,0.126421793,36.63331817,9.26E-05,0.000232645,0.000214192,0.000187665,0.000154507,0.0001184,8.40E-05,5.51E-05,3.36E-05,1.91E-05,1.02E-05,5.16E-06,st/u/p,_/s/t/u/p/_/_/,_/s/t/o/o/p/_/_/
stop,86395,191.9888889,0.481467787,293.9302638,0.000743263,0.000367181,0.000429748,0.000507366,0.000589061,0.000656582,0.000690591,0.000679211,0.00062334,0.00053538,0.000432969,0.000332204,st/A/p,_/s/t/a/p/_/_/,_/s/t/o/p/_/_/_/
store,45477,101.06,0.423183361,213.2533704,0.000539255,0.000346451,0.000390415,0.000439239,0.00048238,0.000506345,0.000500393,0.000461916,0.000397696,0.000320385,0.000243006,0.000174865,st/oU/r,_/s/t/o/r/_/_/,_/s/t/o/r/e/_/_/
stork,208,0.462222222,0.05,14.4222051,3.65E-05,0.00017242,0.000143222,0.000111128,7.97E-05,5.25E-05,3.16E-05,1.75E-05,8.94E-06,4.24E-06,1.89E-06,7.96E-07,st/O/rk,_/s/t/o/r/k/_/,_/s/t/o/r/k/_/_/
storm,22537,50.08222222,0.359862282,150.1232827,0.000379618,0.000323773,0.000350179,0.000374071,0.000386947,0.000380651,0.000351562,0.000302873,0.000243205,0.000182681,0.000129177,8.67E-05,st/O/rm,_/s/t/o/r/m/_/,_/s/t/o/r/m/_/_/
stout,1885,4.188888889,0.150636801,43.41658669,0.000109788,0.000243621,0.000228613,0.000204956,0.000173246,0.000136661,1.00E-04,6.78E-05,4.26E-05,2.50E-05,1.38E-05,7.24E-06,st/AU/t,_/s/t/A/t/_/_/,_/s/t/o/u/t/_/_/
stove,5845,12.98888889,0.241369466,76.45259969,0.000193326,0.000280177,0.000280335,0.000271806,0.000251416,0.000218927,0.000177881,0.000134358,9.44E-05,6.20E-05,3.83E-05,2.25E-05,st/oU/v,_/s/t/o/v/_/_/,_/s/t/o/v/e/_/_/
stow,487,1.082222222,0.067100573,22.06807649,5.58E-05,0.000199901,0.000173971,0.000142541,0.000108716,7.66E-05,4.97E-05,2.97E-05,1.64E-05,8.44E-06,4.08E-06,1.87E-06,st/oU/,_/s/t/o/_/_/_/,_/s/t/o/w/_/_/_/
strafe,44,0.097777778,0.05,6.633249581,1.68E-05,0.000122242,9.34E-05,6.59E-05,4.25E-05,2.49E-05,1.33E-05,6.45E-06,2.87E-06,1.18E-06,4.55E-07,1.65E-07,str/eI/f,s/t/r/e/f/_/_/,s/t/r/a/f/e/_/_/
straight,41371,91.93555556,0.414615091,203.3986234,0.000514335,0.000343394,0.000384826,0.000429913,0.000468315,0.000487276,0.00047716,0.00043638,0.000372193,0.000297022,0.000223166,0.000159077,str/eI/t,s/t/r/e/t/_/_/,s/t/r/a/i/g/h/t/
strain,7819,17.37555556,0.266323545,88.42510956,0.000223601,0.000289576,0.000294607,0.000291582,0.000276185,0.000246818,0.000206107,0.000160128,0.000115804,7.83E-05,4.98E-05,3.01E-05,str/eI/n,s/t/r/e/n/_/_/,s/t/r/a/i/n/_/_/
strained,3419,7.597777778,0.196836799,58.47221562,0.000147859,0.000262855,0.000255096,0.000238241,0.000211065,0.000175304,0.000135492,9.72E-05,6.48E-05,4.04E-05,2.37E-05,1.31E-05,str/eI/nd,s/t/r/e/n/d/_/,s/t/r/a/i/n/e/d/
strait,1857,4.126666667,0.149533098,43.09292285,0.000108969,0.000243137,0.000227967,0.000204169,0.00017238,0.000135803,9.92E-05,6.72E-05,4.22E-05,2.47E-05,1.36E-05,7.14E-06,str/eI/t,s/t/r/e/t/_/_/,s/t/r/a/i/t/_/_/
strand,2033,4.517777778,0.156259253,45.08880127,0.000114016,0.000246063,0.000231888,0.000208965,0.000177681,0.000141072,0.00010394,7.09E-05,4.50E-05,2.66E-05,1.48E-05,7.81E-06,str/&/nd,s/t/r/@/n/d/_/,s/t/r/a/n/d/_/_/
strange,24600,54.66666667,0.367725218,156.8438714,0.000396612,0.000326602,0.000355046,0.00038171,0.000397785,0.000394474,0.000367406,0.000319255,0.000258597,0.000195945,0.000139774,9.46E-05,str/eI/n/dZ/,s/t/r/e/n/J/_/,s/t/r/a/n/g/e/_/
strap,2617,5.815555556,0.175584483,51.15662225,0.00012936,0.00025422,0.000243011,0.000222806,0.000193248,0.000156813,0.000118246,8.27E-05,5.37E-05,3.26E-05,1.86E-05,1.01E-05,str/&/p,s/t/r/@/p/_/_/,s/t/r/a/p/_/_/_/
strapped,2685,5.966666667,0.17759075,51.81698563,0.00013103,0.000255048,0.000244157,0.000224252,0.000194897,0.000158503,0.000119802,8.40E-05,5.47E-05,3.33E-05,1.90E-05,1.03E-05,str/&/pt,s/t/r/@/p/t/_/,s/t/r/a/p/p/e/d/
straw,5798,12.88444444,0.240683831,76.14459928,0.000192547,0.000279916,0.000279945,0.000271273,0.000250759,0.000218198,0.000177155,0.000133705,9.39E-05,6.16E-05,3.81E-05,2.23E-05,str/O/,s/t/r/a/_/_/_/,s/t/r/a/w/_/_/_/
stray,2722,6.048888889,0.178664191,52.17278984,0.00013193,0.00025549,0.000244769,0.000225026,0.000195781,0.000159412,0.000120641,8.47E-05,5.52E-05,3.36E-05,1.93E-05,1.05E-05,str/eI/,s/t/r/e/_/_/_/,s/t/r/a/y/_/_/_/
streak,5550,12.33333333,0.236978389,74.49832213,0.000188384,0.000278504,0.000277838,0.000268405,0.00024723,0.000214294,0.000173274,0.000130225,9.11E-05,5.95E-05,3.66E-05,2.13E-05,str/i/k,s/t/r/i/k/_/_/,s/t/r/e/a/k/_/_/
stream,12875,28.61111111,0.309975072,113.4680572,0.000286927,0.000305687,0.000320056,0.000328275,0.000324007,0.000302864,0.000265146,0.000216245,0.000164279,0.000116706,7.80E-05,4.95E-05,str/i/m,s/t/r/i/m/_/_/,s/t/r/e/a/m/_/_/
street,103613,230.2511111,0.498015367,321.8897327,0.000813965,0.000373051,0.000441354,0.000528302,0.000623196,0.000706619,0.000756506,0.000757546,0.000707932,0.000619169,0.000509908,0.000398411,str/i/t,s/t/r/i/t/_/_/,s/t/r/e/e/t/_/_/
strength,28665,63.7,0.381483156,169.3074127,0.000428129,0.000331542,0.000363647,0.000395375,0.000417405,0.000419802,0.000396789,0.000350007,0.000287841,0.000221454,0.000160401,0.00011022,str/E/N/k/T/,s/t/r/E/G/k/T/,s/t/r/e/n/g/t/h/
strep,216,0.48,0.05,14.69693846,3.72E-05,0.000173639,0.000144532,0.000112411,8.08E-05,5.34E-05,3.23E-05,1.79E-05,9.19E-06,4.38E-06,1.96E-06,8.27E-07,str/E/p,s/t/r/E/p/_/_/,s/t/r/e/p/_/_/_/
stress,27232,60.51555556,0.376865653,165.0212108,0.00041729,0.000329886,0.000360748,0.000390746,0.000410725,0.000411136,0.000386684,0.000339379,0.000277683,0.00021255,0.000153165,0.000104709,str/E/s,s/t/r/E/s/_/_/,s/t/r/e/s/s/_/_/
stretch,13882,30.84888889,0.316640232,117.8218995,0.000297937,0.00030812,0.00032401,0.00033414,0.00033187,0.000312341,0.000275411,0.000226274,0.000173183,0.000123957,8.35E-05,5.34E-05,str/E/tS/,s/t/r/E/C/_/_/,s/t/r/e/t/c/h/_/
strew,36,0.08,0.05,6,1.52E-05,0.000115759,8.75E-05,6.10E-05,3.89E-05,2.25E-05,1.18E-05,5.63E-06,2.47E-06,9.98E-07,3.77E-07,1.35E-07,str/u/,s/t/r/u/_/_/_/,s/t/r/e/w/_/_/_/
strewn,1610,3.577777778,0.139172813,40.1248053,0.000101464,0.000238527,0.000221859,0.000196785,0.000164311,0.000127877,9.22E-05,6.16E-05,3.82E-05,2.21E-05,1.20E-05,6.19E-06,str/u/n,s/t/r/u/n/_/_/,s/t/r/e/w/n/_/_/
strict,7533,16.74,0.263103231,86.79285685,0.000219474,0.000288373,0.000292756,0.000288985,0.000272891,0.000243062,0.000202259,0.000156571,0.000112817,7.60E-05,4.82E-05,2.90E-05,str/I/kt,s/t/r/I/k/t/_/,s/t/r/i/c/t/_/_/
stride,2882,6.404444444,0.183166354,53.68426213,0.000135752,0.000257335,0.000247334,0.000228281,0.000199513,0.000163258,0.000124204,8.76E-05,5.75E-05,3.52E-05,2.03E-05,1.11E-05,str/aI/d,s/t/r/Y/d/_/_/,s/t/r/i/d/e/_/_/
strife,1417,3.148888889,0.130172852,37.64306045,9.52E-05,0.000234402,0.000216468,0.000190354,0.000157379,0.000121159,8.64E-05,5.70E-05,3.49E-05,1.99E-05,1.07E-05,5.44E-06,str/aI/f,s/t/r/Y/f/_/_/,s/t/r/i/f/e/_/_/
strike,19328,42.95111111,0.346106271,139.0251776,0.000351554,0.000318811,0.000341746,0.000360992,0.000368614,0.000357548,0.000325398,0.000276142,0.00021839,0.00016155,0.000112497,7.43E-05,str/aI/k,s/t/r/Y/k/_/_/,s/t/r/i/k/e/_/_/
string,10119,22.48666667,0.288775764,100.5932403,0.000254371,0.000297906,0.000307606,0.000310096,0.000300017,0.000274399,0.000234794,0.000187046,0.000138755,9.62E-05,6.28E-05,3.89E-05,str/I/N/,s/t/r/I/G/_/_/,s/t/r/i/n/g/_/_/
stringed,169,0.375555556,0.05,13,3.29E-05,0.000165712,0.000136106,0.000104238,7.37E-05,4.77E-05,2.83E-05,1.54E-05,7.70E-06,3.59E-06,1.56E-06,6.46E-07,str/I/N/d,s/t/r/I/G/d/_/,s/t/r/i/n/g/e/d/
strip,10913,24.25111111,0.295402907,104.4653052,0.000264162,0.000300346,0.000311479,0.000315703,0.000307355,0.000283032,0.000243922,0.000195753,0.000146301,0.00010224,6.72E-05,4.20E-05,str/I/p,s/t/r/I/p/_/_/,s/t/r/i/p/_/_/_/
stripe,1045,2.322222222,0.109843607,32.32645975,8.17E-05,0.000224565,0.000203885,0.000175666,0.000141881,0.000106457,7.39E-05,4.73E-05,2.81E-05,1.56E-05,8.13E-06,4.01E-06,str/aI/p,s/t/r/Y/p/_/_/,s/t/r/i/p/e/_/_/
striped,2704,6.008888889,0.178143549,52,0.000131493,0.000255276,0.000244472,0.000224651,0.000195352,0.000158971,0.000120234,8.43E-05,5.50E-05,3.34E-05,1.91E-05,1.04E-05,str/aI/pt,s/t/r/Y/p/t/_/,s/t/r/i/p/e/d/_/
strive,2331,5.18,0.166628785,48.28043082,0.000122087,0.000250481,0.000237878,0.000216376,0.000185967,0.000149401,0.000111465,7.71E-05,4.95E-05,2.97E-05,1.68E-05,8.96E-06,str/aI/v,s/t/r/Y/v/_/_/,s/t/r/i/v/e/_/_/
strobe,367,0.815555556,0.054562673,19.15724406,4.84E-05,0.000190762,0.000163454,0.000131496,9.82E-05,6.76E-05,4.28E-05,2.49E-05,1.34E-05,6.72E-06,3.16E-06,1.41E-06,str/oU/b,s/t/r/o/b/_/_/,s/t/r/o/b/e/_/_/
strode,2011,4.468888889,0.155445034,44.84417465,0.000113398,0.000245711,0.000231415,0.000208384,0.000177036,0.000140429,0.000103364,7.05E-05,4.46E-05,2.64E-05,1.47E-05,7.73E-06,str/oU/d,s/t/r/o/d/_/_/,s/t/r/o/d/e/_/_/
stroke,9670,21.48888889,0.28480413,98.33615815,0.000248663,0.00029644,0.000305294,0.000306768,0.000295687,0.000269336,0.000229472,0.000182001,0.000134409,9.28E-05,6.03E-05,3.72E-05,str/oU/k,s/t/r/o/k/_/_/,s/t/r/o/k/e/_/_/
stroll,2475,5.5,0.171247457,49.74937186,0.000125802,0.000252417,0.000240529,0.000219688,0.000189707,0.000153197,0.000114928,7.99E-05,5.16E-05,3.12E-05,1.77E-05,9.51E-06,str/oU/l,s/t/r/o/l/_/_/,s/t/r/o/l/l/_/_/
strong,75122,166.9377778,0.468747379,274.0839288,0.000693078,0.000362664,0.000420962,0.000491769,0.000564037,0.000620487,0.000643802,0.000624497,0.000565203,0.000478717,0.000381773,0.000288857,str/O/N/,s/t/r/a/G/_/_/,s/t/r/o/n/g/_/_/
